"","tracks","track_id","track_pop","artist","artist_full","artist_id","album","album_id","playlist_index","artist_name","artist_pop","artist_followers","genres"
"91","She Hit Me Up!","4E4AciPFXsLKJf3EQNMMn9",23,"Lo'fi Boy","Lo'fi Boy","30zqizQHom62N4hV28E1Hz","She Hit Me Up!","6cnSiD60secxctlgtzIk6C",3,"Lo'fi Boy",54,27339,"lo-fi beats"
"92","wii","4mnDWqPVXRv8zQUqN10PUv",39,"Jaeden Camstra","Jaeden Camstra","1xOgtDBKnZvSLAgCVSOmNH","Kids' Menu","7fNY08KDH3jG1XxZQ84C7t",3,"Jaeden Camstra",53,14162,"chillhop;lo-fi beats"
"93","Carpet Ride","1ixmDF9Uo6qDQyaUexkRlk",35,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Ascend","36tGzn7r25tee2eQWAvhH6",4,"Pogo",57,145071,"plunderphonics"
"94","Alice","6h4yONyGIFXYhrvEX6jVeb",50,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Wonderland","5FwNan9THWocf69tJEsXUv",4,"Pogo",57,145071,"plunderphonics"
"95","The Trouble","42hB2Gy09JBb6G2O4u7IsH",40,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Kindred Shadow","6kqZPhxz3xIsJl4CfITDpL",4,"Pogo",57,145071,"plunderphonics"
"96","Bread and Butterflies","3QTcZop1OBq6VzuF2cZnts",31,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Wonderland","5FwNan9THWocf69tJEsXUv",4,"Pogo",57,145071,"plunderphonics"
"97","Bella notte","5F0WNf41jS3q3LnwrFIjsm",31,"Simon Jefferis","Simon Jefferis","3pqAGIw1dthOiaFvDERi74","Hip Dozer, Vol. 2","4iFI8dc2Ynf7ou7GgI6wUs",4,"Simon Jefferis",42,3854,""
"98","Big Tree","30yxjgKkSdstT4xdvpaw5B",28,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Ascend","36tGzn7r25tee2eQWAvhH6",4,"Pogo",57,145071,"plunderphonics"
"99","Boy & Bear","0jDmiq9T3FWSN7nXRp2s5T",44,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Ascend","36tGzn7r25tee2eQWAvhH6",4,"Pogo",57,145071,"plunderphonics"
"100","Boo Bass","5Rh84JPzWumr728YUpF915",29,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Boo Bass","2bG07tC01T2GtCiVMjLl5l",4,"Pogo",57,145071,"plunderphonics"
"101","Wishery","3FcSfxP1kSBldsp1RtGFK1",38,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Wishery","3z5hyVcmeSRuHXxOAhr7Vd",4,"Pogo",57,145071,"plunderphonics"
"102","Forget","26xgfuQnTaa5UQJhdQACz6",51,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Kindred Shadow","6kqZPhxz3xIsJl4CfITDpL",4,"Pogo",57,145071,"plunderphonics"
"103","Keep On","2dvxpIpQYXzeZ6FJHJudbX",23,"H E R B","H E R B","1VVouGyPhjhUuaoCBZ0dFe","Origins","4uxZncLvzysGhdyP2Y8LLD",4,"H E R B",54,15699,"chillhop;lo-fi beats"
"104","When You Wish Upon a Star Lofi","0XyAia1fttQvvCaaF9ROyp",33,"Akira The Don","Akira The Don","14ep6TM2JzapH5nk7vaora","Lofi Beats","5MtwP4DmbOjvXI2ZB22XsQ",4,"Akira The Don",54,25228,"hard motivation;welsh hip hop"
"105","In Love","40xrEbGqd9OcJQF6Y2MHl0",0,"I Eat Plants for a Living","I Eat Plants for a Living","5EevHNEa1e2YvcJgksJpRK","New Horizon","20qiogkcmnj205YBICQzma",4,"I Eat Plants for a Living",52,5093,""
"106","Expialidocious","2an468qCv459bc5DiWulZg",30,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Expialidocious","6dT1ZHKL24B3KEVEEyVCH5",4,"Pogo",57,145071,"plunderphonics"
"107","You've Got a Friend in Me","6PFCpewgM2UOZnsKfLMpMe",32,"Dotan Negrin + Prismatic Mantis","Dotan Negrin + Prismatic Mantis","1OWJnRtwSNjKd2Fk77inxN","You've Got a Friend in Me","1Me8tGln24xbGWZTA4P4li",4,"Dotan Negrin + Prismatic Mantis",38,1920,"lo-fi cover"
"108","When You Wish Upon a Star","4Dbubvf6QqSK53Yut33WbH",28,"Dotan Negrin + Prismatic Mantis","Dotan Negrin + Prismatic Mantis","1OWJnRtwSNjKd2Fk77inxN","Symbiosis","4O4ncuCR1oHR6RfnKGUYFp",4,"Dotan Negrin + Prismatic Mantis",38,1920,"lo-fi cover"
"109","Bloom","2vOXCJAFip2Z0vxSGMpSud",39,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Bloom","1U6Uays5AdT5Gk1PQXQ441",4,"Pogo",57,145071,"plunderphonics"
"110","Fairy Tales for Grown Ups","6itz7EwsSJOMNQKGQS4dWM",13,"Akira The Don","Akira The Don","14ep6TM2JzapH5nk7vaora","The Immortal Stan Lee","7xxtlVJiJTNjfkz9UYH30N",4,"Akira The Don",54,25228,"hard motivation;welsh hip hop"
"111","Married Life","18NtojM7HemQn0amKoG4kp",54,"L.Dre","L.Dre","6gWGD0yeQYobb2sq0LUr7k","Married Life","5xrO1Yo9vqUUPLPK5znFzZ",4,"L.Dre",63,89789,"lo-fi cover"
"112","A Creature Like Me","024z0GzKS41Irj7Q4iX5OF",32,"redrose","redrose","5DDsxWPT3cel3BxAC5oAvZ","A Creature Like Me","2AAXS8ESG7vSGS7aacdSy2",4,"redrose",44,3605,"japanese chillhop;lo-fi chill"
"113","Happee","4mqkJFNzveLscguRYC3dJs",32,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Quantum Field","0KiV0mSO6u1b0EPz9Nhu4b",4,"Pogo",57,145071,"plunderphonics"
"114","Chilly Wonka","0Ypf4e98Eidmrtt8DLzvhf",28,"Melodysheep","Melodysheep","0dldG5QGqkzBM4GSHgaJPH","Chilly Wonka","4tMxgnUfyGnHh2QWx8UFWc",4,"Melodysheep",49,25888,"downtempo fusion"
"115","Oh My!","5hksURXKUNC4fBzxPsgVqI",20,"Melodysheep","Melodysheep","0dldG5QGqkzBM4GSHgaJPH","Oh My!","03HV8vgEXpQtjyVV4HJpyZ",4,"Melodysheep",49,25888,"downtempo fusion"
"116","Wonderland","0emoEFX5JN5rKhAYWx9Tr3",13,"Limes","Limes","5o4dgimn1R07w1d2ZzpzpP","Chillhop Essentials Winter 2016","3IhmoT6nYsFYBpixYe72VZ",4,"Limes",57,34221,"chillhop;lo-fi beats"
"117","Dreams","5uJ1T6c18kItKvt7QBsc18",0,"Kyle Allen Music","Kyle Allen Music","1yH2ZjYHWeStR8K6Z7xYoL","Dreams","1ELmXh1dVZb5ZV0KtH4hBF",4,"Kyle Allen Music",50,28513,"antiviral pop;otacore"
"118","Monsters Inc","6fVEUbabOISTHJclQl8KBr",45,"L.Dre","L.Dre","6gWGD0yeQYobb2sq0LUr7k","Monsters Inc","4KumUcPWPxyYHCwFrlw2HB",4,"L.Dre",63,89789,"lo-fi cover"
"119","Cats and Rabbits","2GEm3xK54fNT5bunJH5Bs7",14,"Qionne","Qionne","1cPeXmBDF3RMcoqvUiIVE7","Cats and Rabbits","4dcSfvilhjhge4uSyk5i2s",4,"Qionne",5,14,""
"120","fly away for a day","1J5gRziURlKJU6GJTfJDYd",0,"Pueblo Vista","Pueblo Vista feat. a boy with a balloon","1p03eo7FG5sXEMs3lGFEwb","Fall in Love Last Autumn","3JgRA0QOyE5V2hwp82YOI0",4,"Pueblo Vista",60,13385,"lo-fi beats"
"121","Tale As Old As Time (from ""BEAUTY AND THE BEAST"")","66KJoTB7VxtjFAOeIOVieV",9,"JETT.A","JETT.A","6zG2PrgZmYx1aVNkmKtd3P","Parade Swing - Disney Dance Mix (Mixed by JETT.A)","5TDRuXFctciL010gkzzx7P",4,"JETT.A",14,75,""
"122","Go The Distance (from ""HERCULES"")","6jNXQW6tz0SskwmOaXrNsJ",11,"JETT.A","JETT.A","6zG2PrgZmYx1aVNkmKtd3P","Parade Swing - Disney Dance Mix (Mixed by JETT.A)","5TDRuXFctciL010gkzzx7P",4,"JETT.A",14,75,""
"123","A Whole New World (from ""ALADDIN"")","6QRfh5bnRXA4lv9myoYv8U",10,"JETT.A","JETT.A","6zG2PrgZmYx1aVNkmKtd3P","Parade Swing - Disney Dance Mix (Mixed by JETT.A)","5TDRuXFctciL010gkzzx7P",4,"JETT.A",14,75,""
"124","Pure Imagination","3GRnnrwgAhN9EQKpR0tHMm",49,"Dotan Negrin + Prismatic Mantis","Dotan Negrin + Prismatic Mantis","1OWJnRtwSNjKd2Fk77inxN","Pure Imagination","1j063yEeC1LDHRp6s8ZrmV",4,"Dotan Negrin + Prismatic Mantis",38,1920,"lo-fi cover"
"125","Buzz Lightyear","0ZVWU7cd4GwNjlgEsw8c8S",27,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Buzz Lightyear","41iLmCQWv453954Zni2LMs",4,"The Disneylanders",30,1076,"lo-fi cover"
"126","Lion King","3IMAsjvWKb4fbjZcDR3dI6",26,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Lion King","1xUhPssFJNbDIQiBzx0MQx",4,"The Disneylanders",30,1076,"lo-fi cover"
"127","A Dream Is a Wish Your Heart Makes","7rYTmfQdqGRobs7Scwo9XB",22,"Natsu Fuji","Natsu Fuji","5r2d1vMFtAGUsUOvH6WiSy","Hiphop Disney","5qGNurMaVK2o1ZWQXjeQsw",4,"Natsu Fuji",33,6811,"lo-fi cover"
"128","Can You Feel the Love Tonight","586omdNpWEDMpQ2PbYy8N2",22,"Natsu Fuji","Natsu Fuji","5r2d1vMFtAGUsUOvH6WiSy","Hiphop Disney","5qGNurMaVK2o1ZWQXjeQsw",4,"Natsu Fuji",33,6811,"lo-fi cover"
"129","Luke Skywalker","2aiRcwDVMY4h83kl2IEqiu",27,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Luke Skywalker","5th0x3JcYs7uvJ4Sv7j2dS",4,"The Disneylanders",30,1076,"lo-fi cover"
"130","A Whole New World","4d0iuYMdWT5aVMok0STvzT",12,"Natsu Fuji","Natsu Fuji","5r2d1vMFtAGUsUOvH6WiSy","Hiphop Disney","5qGNurMaVK2o1ZWQXjeQsw",4,"Natsu Fuji",33,6811,"lo-fi cover"
"131","First Date","733hyyG8U8kxxebds98nc6",69,"frad","frad","1XLYJ9VzlgEpBdlkC4MhOL","First Date","1nU6zoYEGCPBe6qTjbxwYH",4,"frad",64,54718,"lo-fi beats"
"132","Pixie Dust","4lwIJhjBwQma2txOJyo8Fh",16,"Simplexcity","Simplexcity","6UJXqRkHABMsgRKphRNa7R","Pixie Dust","6XdC5YwOYRwSYNGYIPz9Nw",4,"Simplexcity",6,5,""
"133","Aurora","2MOAWyBlBPYeQbmmZ1YqI6",15,"goosetaf","goosetaf","46NCqFl8vhQZD77y7XkvJs","Aurora","2BeVMaHPVYQ8ie1doRFXWL",4,"goosetaf",67,9433,"chillhop;lo-fi beats"
"134","Endless Love","2ClmjZTyM54eC9b8fT144X",0,"Dream Easy Collective","Dream Easy Collective feat. aimless feat. afternoon","2bRzONoPyFw0BNqra5Focz","Palettes","4WsuSiZsFuddq0r6f8dMJl",4,"Dream Easy Collective",54,10561,""
"135","I Wanna Be Like You (from ""THE JUNGLE BOOK"")","5EURV8apd7VgUsezFFlNcR",11,"JETT.A","JETT.A","6zG2PrgZmYx1aVNkmKtd3P","Parade Swing - Disney Dance Mix (Mixed by JETT.A)","5TDRuXFctciL010gkzzx7P",4,"JETT.A",14,75,""
"136","Let It Go (from ""FROZEN"")","5BgCCpF0gjG0qWQwdleY6o",10,"JETT.A","JETT.A","6zG2PrgZmYx1aVNkmKtd3P","Parade Swing - Disney Dance Mix (Mixed by JETT.A)","5TDRuXFctciL010gkzzx7P",4,"JETT.A",14,75,""
"137","Ev'rybody Wants to Be a Cat (from ""THE ARISTOCATS"")","5lA7zoYE4IxBqzxxN1bBUK",13,"JETT.A","JETT.A","6zG2PrgZmYx1aVNkmKtd3P","Parade Swing - Disney Dance Mix (Mixed by JETT.A)","5TDRuXFctciL010gkzzx7P",4,"JETT.A",14,75,""
"138","The Sorcerer's Apprentice (from ""FANTASIA"")","35DFYksHWD5OPQw1Y7sIb6",7,"JETT.A","JETT.A","6zG2PrgZmYx1aVNkmKtd3P","Parade Swing - Disney Dance Mix (Mixed by JETT.A)","5TDRuXFctciL010gkzzx7P",4,"JETT.A",14,75,""
"139","Grow Fonder","4LpDSiGLvVw3Ci0UXLNkb0",39,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Ascend","36tGzn7r25tee2eQWAvhH6",4,"Pogo",57,145071,"plunderphonics"
"140","Jungle Dash","20rqB5uMlDvwe7VtoNyunj",29,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Weightless","2Hog1V8mdTWKhCYqI5paph",4,"Pogo",57,145071,"plunderphonics"
"141","Shark Bait","6lP75u5L0QXSLRa0tetxLk",7,"King Coni","King Coni","7BajJbeO6fAu3HR9nA5R9e","Shark Bait","2c4ZHaBZdwm8yOjKF4WEBz",4,"King Coni",2,4,""
"142","Beauty and the Beast - Trap Remix","3YtEjijraAlT1BBpK9Oakx",13,"Trap Remix Guys","Trap Remix Guys","5mJT67kG5MKy7byzJWMN7c","Beauty and the Beast (Trap Remix)","4L4yDi51YphU5LyIOwvcQm",4,"Trap Remix Guys",49,14970,""
"143","Shere Khan","09dk7udiQBq2jqevagc4F2",10,"Mowgli","Mowgli","2WVdMMy2zNoVvCQ40hS7Mp","Jungle Book","65EsHjUDX66ockXEP7Bf0L",4,"Mowgli",7,31,""
"144","Bagheera","1QQrfgTXFzZLMiLdN1aGPg",9,"Mowgli","Mowgli","2WVdMMy2zNoVvCQ40hS7Mp","Jungle Book","65EsHjUDX66ockXEP7Bf0L",4,"Mowgli",7,31,""
"145","Once Upon a Time","2E435HqdIqnO8E9jz8xHNr",9,"DJ Yukie","DJ Yukie","28v9Dt9ZKQtpTUInp2XSxf","Once Upon a Time","6iLYllLXZfW3sAxz6tONqE",4,"DJ Yukie",16,323,""
"146","Cheshire","0Plu38OWL7UVUcZVdmssYr",8,"Harbour","Harbour","3jhDgv4I2usUoouBhbvic6","Cheshire","2v2YuYkElwES9wnHjCRjdv",4,"Harbour",14,426,""
"147","Pan","3XJ6B96ed7j9IA8BpnaKE5",9,"Harbour","Harbour feat. AMV","3jhDgv4I2usUoouBhbvic6","Pan","6XmmhiL3bGFybbudiSqoxa",4,"Harbour",14,426,""
"148","The Cave//Wexas","3yDSZikb3tefkyG7Q3pGsc",32,"Abe M Beats","Abe M Beats","5Vf0wwHCWJ59WopZTR520e","Oddwinter","01mtyasGQsiGQw2DpvOf0k",4,"Abe M Beats",42,2137,""
"149","Found Dory - Original Mix","6Bm3qOsVkUfTkNq300Xwlm",7,"FishFace","FishFace","0sklSrSHbmdQ1kGZgvlMpu","Found Dory","4xmN21dWow0QaeUnknEWUn",4,"FishFace",17,36,""
"150","Cruella De Vil","6XKTXIB4RTvGcYlZUYmn8I",8,"Bill Lee","Bill Lee feat. Betty Lou Gerson feat. Lisa Davis","2aiTeZ2mKvcMw9yBr1Wb76","Mouse House Dance Mixes","5nGMN9t7jGfg2om5hpzTTx",4,"Bill Lee",29,161,"movie tunes"
"151","Main Title - Prologue - Remastered 2018","1sS8kQpeE5Vpq4d6eWn7f9",18,"Alan Menken","Alan Menken","5sy77gt4bfsLcSQ8GIe4ZZ","Walt Disney Records The Legacy Collection: Beauty and the Beast","7hq1LYjKOhg1jn39YzbqVK",4,"Alan Menken",65,81157,"broadway;disney;hollywood;movie tunes;show tunes"
"152","Lady and the Tramp - Bella Notte - Epic Version","4DbX1pPAeyluxZypRQkynT",14,"Alala","Alala","60xTPRePNppYh4Ol5esmPA","Disney Epics","6K3HLlFfEjVq7BQeTKQb20",4,"Alala",43,2596,""
"153","A Girl Worth Fighting For - Mulan - Epic Version","7t4B24bOByVWAhk5bDgPlf",16,"Alala","Alala","60xTPRePNppYh4Ol5esmPA","A Girl Worth Fighting For - Mulan (Epic Version)","1w3gesEATzyBEyZZhDPJuI",4,"Alala",43,2596,""
"154","Sherwood Stroll","7qhYpwudoBCjnNwXo0jGAS",42,"Funkmammoth","Funkmammoth","6snr2uV0JQDKLW9yWzRkPj","Sherwood Stroll","43CFKxlpQ9QFtiaemK6JQM",4,"Funkmammoth",46,9060,"chillhop"
"155","The Work Song","0MNgqSqn7jZkhcrEJ4YoJe",9,"Natsu Fuji","Natsu Fuji","5r2d1vMFtAGUsUOvH6WiSy","Hiphop Disney","5qGNurMaVK2o1ZWQXjeQsw",4,"Natsu Fuji",33,6811,"lo-fi cover"
"156","Supercalifragilisticexpialidocious (from ""MARY POPPINS"")","0lG7BrAccQPp4BHDBHVnuo",8,"JETT.A","JETT.A","6zG2PrgZmYx1aVNkmKtd3P","Parade Swing - Disney Dance Mix (Mixed by JETT.A)","5TDRuXFctciL010gkzzx7P",4,"JETT.A",14,75,""
"157","Jungle Book","4P4AzVw1seis9WA9wtMkkm",17,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Jungle Book","5EWrTOV7DcrZkSUhO4NmdN",4,"The Disneylanders",30,1076,"lo-fi cover"
"158","Aladdin","6gKG2fmGiuz1Hnfwn3dq1q",25,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Aladdin","16nOxDMlVPgU0s7f0WSKBr",4,"The Disneylanders",30,1076,"lo-fi cover"
"159","Winnie the Pooh","6A3NSGhRQnnyxfPB34bB8G",22,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Winnie the Pooh","5SkHWsjQmTP4rEYwA5k0AA",4,"The Disneylanders",30,1076,"lo-fi cover"
"160","Mary Poppins (Trap Remix)","0TQS8nd1gxLGhyqmIOeAig",19,"Trap Remix Guys","Trap Remix Guys","5mJT67kG5MKy7byzJWMN7c","Mary Poppins (Trap Remix)","0aZwKNCBbgGh59AYWHNrZ9",4,"Trap Remix Guys",49,14970,""
"161","Happily Ever After","1QwXGsbjPnOie1H273ASXB",22,"Melodysheep","Melodysheep","0dldG5QGqkzBM4GSHgaJPH","The Music of Sound","55NaxaJpe0L5f3PMvu4czJ",4,"Melodysheep",49,25888,"downtempo fusion"
"162","Walle","1w7byYbbL7Kq3cr0McPZVs",15,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Walle","7xTXmaeaiCHxSaIVkuJNnZ",4,"The Disneylanders",30,1076,"lo-fi cover"
"163","You've Got a Friend In Me (from ""Toy Story 4"")","4IjyzlSCsKFL0P0SuIkrFF",29,"Celestial Alignment","Celestial Alignment","7lGQNJ5Ypof1wZrM0ysNIU","Chillhop Covers, Vol. 1","6FkXVlgCoeePUlrzvCRfzN",4,"Celestial Alignment",55,1948,"japanese chillhop"
"164","Unbirthday","2HtSnWixrj3TjWyYGgfkhM",31,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Wonderland","5FwNan9THWocf69tJEsXUv",4,"Pogo",57,145071,"plunderphonics"
"165","Lost","4ztorWNEov14mSJWe2asbc",33,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Wonderland","5FwNan9THWocf69tJEsXUv",4,"Pogo",57,145071,"plunderphonics"
"166","What I Likes","62VWkzb2le3foCwvfaqGe4",27,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","What I Likes","5hCXiSq4Fg88BdZYbOYrSM",4,"Pogo",57,145071,"plunderphonics"
"167","Mix-E","2OhUetGsbcU4z2IuDgIM9G",22,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Younghood","5T0kvyHLflLDBNlvh78FUc",4,"Pogo",57,145071,"plunderphonics"
"168","Ghosts","6sOwyBDPw3cjLFxzX9yavZ",30,"Caravan Palace","Caravan Palace","37J1PlAkhRK7yrZUtqaUpQ","Chronologic","36AWYqwFvbAbxxCFgbRfJo",4,"Caravan Palace",68,741872,"electro swing;nu jazz"
"169","Main Titles - Remastered 2014","7buVDKfQhJrFXQOpeVieW9",30,"Alan Menken","Alan Menken","5sy77gt4bfsLcSQ8GIe4ZZ","Walt Disney Records The Legacy Collection: The Little Mermaid","0G6CKfBpgWYvYyjt3hoBst",4,"Alan Menken",65,81157,"broadway;disney;hollywood;movie tunes;show tunes"
"170","You'll Be In My Heart","57uSPmLKA7GH1et2nnWyuP",51,"Zambonini","Zambonini feat. Snuggles feat. Avocuddle","7aEzIw1wo69khjYocAGOl2","You'll Be In My Heart","6qXkoNZ2vWKSfzs6gqnvcj",4,"Zambonini",70,7952,"lo-fi cover"
"171","Olaf","3mM20BSKn3W9hZ0FLYQwDq",15,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Olaf","1ePYSPoB1aH1KVsiUoxp25",4,"The Disneylanders",30,1076,"lo-fi cover"
"172","Dole Whip","1eK4hllHNIKIfBX4qoWuy0",12,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Dole Whip","0beffaMdHSEi0O6J7tu8X2",4,"The Disneylanders",30,1076,"lo-fi cover"
"173","Wall-E","32ajCKC5bBmCOT57HYOh6w",14,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Wall-E","63HDGPY56b3f2RxGjTtmrt",4,"The Disneylanders",30,1076,"lo-fi cover"
"174","Mowgli","4dCokS9cQ4pCA2rehkzne6",12,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Mowgli","3VlCAW5PBtJTBVbdDqPZmU",4,"The Disneylanders",30,1076,"lo-fi cover"
"175","Wishing Well","0kXlL14dRAMulaI1SOapFG",20,"Purrple Cat","Purrple Cat","73aKnLT4O8G2pBEfdlQzrE","Bloom","1iEBsMAjSPTZkmJ3mE1fd7",4,"Purrple Cat",63,10806,"chill out;lo-fi beats"
"176","Bambino","2XYkmJHuL9JwEsqNkU8r7Q",23,"Pogo","Pogo","1ng3xz2dyz57Z1WpnzM2G7","Unity","3TosMY1gXVGmcZoyYV6FDI",4,"Pogo",57,145071,"plunderphonics"
"177","I Wanna Be Like You","0SDFAi4LlVRCjZIe3plpNS",35,"L.Dre","L.Dre","6gWGD0yeQYobb2sq0LUr7k","I Wanna Be Like You","47GXo8iwTx9QxCM90UJtSe",4,"L.Dre",63,89789,"lo-fi cover"
"178","Beauty and the Beast","2fhNSZfNcD90lXomIkkdMK",13,"Serph","Serph","1N0uTSN7HQpzJYmQIvsusL","Disney Glitter Melodies","23SG4lOR3XgfInHcipwmuL",4,"Serph",33,9385,"glitch pop;j-ambient;japanese idm;japanese jazz fusion"
"179","Under the Sea","41KFonSYU0U0aCbLbS67JB",12,"Serph","Serph","1N0uTSN7HQpzJYmQIvsusL","Disney Glitter Melodies","23SG4lOR3XgfInHcipwmuL",4,"Serph",33,9385,"glitch pop;j-ambient;japanese idm;japanese jazz fusion"
"180","A Whole New World","16kshurqSzJiqXwZsWGe11",15,"Serph","Serph","1N0uTSN7HQpzJYmQIvsusL","Disney Glitter Melodies","23SG4lOR3XgfInHcipwmuL",4,"Serph",33,9385,"glitch pop;j-ambient;japanese idm;japanese jazz fusion"
"181","saturn","4TYr24LHWkLCEJiGYCr0nZ",31,"Steelix","Steelix","0Sf4rPlNPqVJxJIhwLLOCl","saturn","4mGCjlylMYS7KiWMMMTZ9x",4,"Steelix",21,1860,""
"182","Just Keep Swimming","1eYfgtozwc3dyF7qFd7zNq",18,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Just Keep Swimming","0nrYhDFBWRF8zIs2Iyx5IA",4,"The Disneylanders",30,1076,"lo-fi cover"
"183","Jasmine - Princess of Agrabah","4BpXrZ4jLqOOsq5OrKM6IW",7,"The Disneylanders","The Disneylanders feat. Addy Daddy","3OTnGKR5z6LnybxY8EgeDs","Jasmine - Princess of Agrabah","5VXmWLdWz0BsTxCoiDGPHE",4,"The Disneylanders",30,1076,"lo-fi cover"
"184","Pinocchio","1yI7UJksFkLuevB49rpctR",7,"The Disneylanders","The Disneylanders feat. Addy Daddy","3OTnGKR5z6LnybxY8EgeDs","Pinocchio","784CoNG0CGLVGP8vrx92cy",4,"The Disneylanders",30,1076,"lo-fi cover"
"185","Let It Go ( Lofi )","6DmN2CfIwGiBuUhVp6A1Fg",9,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Let It Go ( Lofi )","20cntTTgAbRUvqXyAOf1h3",4,"The Disneylanders",30,1076,"lo-fi cover"
"186","Peter Pan","2LWaEUnvbmLlBs5qor1sXc",10,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","Peter Pan","5HuwET4WtcQc8U8C3VuDL5",4,"The Disneylanders",30,1076,"lo-fi cover"
"187","You Got a Friend in Me (Lofi)","2CJqz6k8046TDrcMhidVrH",12,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","You Got a Friend in Me (Lofi)","3LYsfWeGreUE8YxSEAwdEu",4,"The Disneylanders",30,1076,"lo-fi cover"
"188","The Bare Necessities","7d6uyKQEuy9cOHYJJ7zBhe",10,"The Disneylanders","The Disneylanders","3OTnGKR5z6LnybxY8EgeDs","The Bare Necessities","1NYW4gEhaJiXwkiEpWrSrR",4,"The Disneylanders",30,1076,"lo-fi cover"
"189","Junior Wilderness Explorer","6zROrU33lPxhENZMtIl5YG",6,"The Disneylanders","The Disneylanders feat. Addy Daddy","3OTnGKR5z6LnybxY8EgeDs","Junior Wilderness Explorer","0FimxjSeafKe7SAswKNaFx",4,"The Disneylanders",30,1076,"lo-fi cover"
"190","Ariel","0QMOgjNnGvbRXwk0Secgfc",7,"The Disneylanders","The Disneylanders feat. Addy Daddy","3OTnGKR5z6LnybxY8EgeDs","Ariel","5GxqRbUmhb1wH5lwamoWvQ",4,"The Disneylanders",30,1076,"lo-fi cover"
"191","Alice in Wonderland","3tnBKWtIyIwGlQ0OVakJLZ",3,"The Disneylanders","The Disneylanders feat. Addy Daddy","3OTnGKR5z6LnybxY8EgeDs","Alice in Wonderland","30mqh6MUk24cygnvZTNxLv",4,"The Disneylanders",30,1076,"lo-fi cover"
"192","Monsters Inc","1FEGKqcyoe0a1MQz880U8z",3,"Addy Daddy","Addy Daddy feat. The Disneylanders","6A671JBAml2tQa6j22PKqR","Monsters Inc","1mSbSoN8WddG91piEusOul",4,"Addy Daddy",7,3,""
"193","controlla","7woCxOw0jmj65ohlQ3x0tH",72,"Idealism","Idealism","6YJ4EgQzDfJnIHRbqIHAdD","rainy evening","5tfqUZ5RcSWcYn5mWYQ4PK",5,"Idealism",70,130657,"chillhop;lo-fi beats"
"194","this girl","19JzJOMs4wkuKxY8WEOMea",69,"Elijah Who","Elijah Who","2b0aKuno01NxPWVCUVIEc8","Gentle Boy","2Ap5vMlN2HZQjTyohlapPA",5,"Elijah Who",65,138624,"lo-fi beats"
"195","Affection","7MdZQXUBijQxcBkYz4G1Z5",70,"Jinsang","Jinsang","5FsfZj0Mp6YwEWytuJUcWt","Life","52qF0r4f9WihHYUDcINmmC",5,"Jinsang",67,159135,"chillhop;japanese chillhop;korean r&b;lo-fi beats"
"196","Monday Loop","5qC17VMNoZdF2gAw28FtsV",63,"Tomppabeats","Tomppabeats","0Q2Tc5yZFJpumLMc7Yz4e4","Harbor","217LLrb47lzGE3HANjBLnn",5,"Tomppabeats",64,197199,"chillhop;japanese chillhop;lo-fi beats"
